y_true,score
0,0.0
0,0.0
0,0.0
0,1.0
0,0.0
0,0.0
0,0.99999946
0,0.0
0,0.99982685
0,1.1920929e-07
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,1.0
0,0.0
0,2.3841858e-07
0,0.8072182
0,0.012745917
0,0.0
0,0.0
0,0.0
0,0.9999998
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,1.0
0,0.9998378
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.99998057
0,0.0
0,0.99999785
0,0.0
0,0.0
0,0.9999892
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.9999999
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.9998966
0,0.9961984
0,0.0
0,0.0
0,0.99992836
0,0.0
0,0.0
0,0.0
0,0.0
0,0.9999978
0,0.0
0,0.0
0,0.99950606
0,0.9999989
0,1.0
0,0.0
0,0.0
0,0.9954695
0,0.0
0,0.0
0,1.0
0,0.0
0,0.99784684
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.9999465
0,0.0
0,0.0
0,0.0
0,0.0
0,1.0
0,0.0
0,0.0
0,0.9999992
0,0.9999977
0,0.0
0,0.0
0,0.99999833
0,0.0
0,0.0
0,1.1920929e-07
0,0.0
0,0.999201
0,0.9010578
0,0.0
0,0.0
0,0.9999534
0,0.0
0,1.0
0,0.0
0,0.9999187
0,0.0
0,0.0
0,1.1920929e-07
0,0.0
0,0.0
0,0.0
0,2.3841858e-07
0,0.0
0,0.0
0,0.99993896
0,0.0
0,0.66420764
0,0.0
0,0.0
0,0.0
0,0.0
0,0.012745917
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.9961984
0,0.9961984
0,0.0
0,0.0
0,0.0
0,0.9998966
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.9999992
0,9.4771385e-05
0,0.0
0,0.9999832
0,0.9999465
0,1.0
0,0.0
