y_true,score
0,0.9769112
0,0.98475003
0,0.9776387
0,0.9745054
0,0.97885936
0,0.9876154
0,0.987148
0,0.9848621
0,0.98411834
0,0.9736451
0,0.9747453
0,0.96176296
0,0.98679304
0,0.9790025
0,0.9743192
0,0.96493226
0,0.9807792
0,0.9882926
0,0.9869915
0,0.9797236
0,0.97681934
0,0.97789884
0,0.9847599
0,0.9814952
0,0.979244
0,0.97391844
0,0.9815228
0,0.9819055
0,0.9802603
0,0.9851494
0,0.97598463
0,0.95583117
0,0.98145145
0,0.96667314
0,0.9843088
0,0.98315555
0,0.98295945
0,0.97921056
0,0.9849126
0,0.9826275
0,0.9794697
0,0.9822527
0,0.9766349
0,0.9762179
0,0.96519125
0,0.97981817
0,0.9580702
0,0.98359376
0,0.97649366
0,0.9822299
0,0.95726496
0,0.9851325
0,0.96283394
0,0.9758803
0,0.9852177
0,0.9577017
0,0.98247355
0,0.9756268
0,0.98686624
0,0.97880214
0,0.9651269
0,0.9829043
0,0.9757277
0,0.9808926
0,0.98895717
0,0.9699649
0,0.963965
0,0.98106456
0,0.97899
0,0.98588145
0,0.9814125
0,0.97282887
0,0.98043835
0,0.97454727
0,0.9821938
0,0.9849562
0,0.9610327
0,0.9835299
0,0.9695806
0,0.9764926
0,0.9733027
0,0.9752113
0,0.98844886
0,0.9858219
0,0.95430547
0,0.98736006
0,0.9815996
0,0.94354206
0,0.98067635
0,0.98168457
0,0.98385113
0,0.9819066
0,0.9691411
0,0.97826886
0,0.9667982
0,0.9872827
0,0.98657733
0,0.9859148
0,0.9826755
0,0.97998345
0,0.9498472
0,0.9828364
0,0.98319185
0,0.9756614
0,0.9901496
0,0.98238975
0,0.9634579
0,0.99090004
0,0.9811474
0,0.97738445
0,0.98665565
0,0.9743498
0,0.9796128
0,0.9819917
0,0.9724288
0,0.98777384
0,0.9693846
0,0.97420937
0,0.9744176
0,0.98719734
0,0.9741296
0,0.9905368
0,0.98690766
0,0.982882
0,0.9840831
0,0.97981566
0,0.9769722
0,0.98282665
0,0.96830875
0,0.9846135
0,0.9815661
0,0.96521884
0,0.98048025
0,0.9690297
0,0.98562914
0,0.98449826
0,0.9702189
0,0.97263986
0,0.986382
0,0.9799235
0,0.9809004
0,0.9817253
0,0.98406845
0,0.98746175
0,0.97457564
0,0.9812989
0,0.9858708
0,0.98548466
0,0.9876464
0,0.98628885
0,0.9743263
0,0.9797239
0,0.9850052
0,0.96904993
0,0.986957
0,0.9567677
0,0.9858506
0,0.978453
0,0.9804159
0,0.98215884
0,0.98285604
0,0.9701307
0,0.9799683
0,0.9846785
0,0.98579746
0,0.9814853
0,0.984324
0,0.98644257
0,0.9842303
0,0.97091013
0,0.9814942
0,0.9747748
0,0.98273724
0,0.9876849
0,0.9773787
0,0.9870342
0,0.9612902
0,0.97647625
0,0.9843905
0,0.98409575
0,0.9579682
0,0.97408843
0,0.98895717
0,0.98498714
0,0.97831714
0,0.9854146
0,0.96504587
0,0.9823507
0,0.97323436
0,0.95677537
0,0.9849764
0,0.96488255
0,0.9804727
0,0.97649884
0,0.9765246
0,0.9801784
0,0.979169
0,0.9879971
0,0.97638017
0,0.97952795
0,0.98367894
0,0.98383105
0,0.96210015
0,0.98428035
0,0.98767173
0,0.9682499
0,0.9788707
0,0.98265594
0,0.98298675
0,0.9834382
0,0.9810799
0,0.9583741
0,0.9845744
0,0.98608446
0,0.97859925
0,0.9825285
0,0.97854984
0,0.9909872
0,0.9794872
0,0.97298515
0,0.97184455
0,0.9819783
0,0.9808965
0,0.95993036
0,0.97355574
0,0.97985625
0,0.99123347
0,0.9717542
0,0.9830712
0,0.9849092
0,0.9811566
0,0.98610663
0,0.9815652
0,0.98002505
0,0.9770396
0,0.9818312
0,0.9801827
0,0.9814325
0,0.9795907
0,0.97982806
0,0.9764503
0,0.98396903
0,0.95998895
0,0.9846973
0,0.98794293
0,0.98732144
0,0.98127615
0,0.9712977
0,0.96924955
0,0.97949266
0,0.9759798
0,0.98455095
0,0.9812266
0,0.9850159
0,0.97602797
0,0.9818946
0,0.9793351
0,0.96171814
0,0.97647345
0,0.9750264
0,0.9865026
0,0.9767636
0,0.990856
0,0.98061764
0,0.9525065
0,0.97146577
0,0.97154295
0,0.9776942
0,0.9834046
0,0.952351
0,0.9727207
0,0.98556817
0,0.97352403
0,0.98388696
0,0.9766683
0,0.97184986
0,0.9791764
0,0.98664016
0,0.98083335
0,0.9791444
0,0.97697324
0,0.98950887
0,0.9768928
0,0.98544633
0,0.9828621
0,0.9808446
0,0.9859517
0,0.98553056
0,0.9867136
0,0.99009436
0,0.98550725
0,0.9578693
0,0.9784461
0,0.9859944
0,0.98062575
0,0.95766866
0,0.9804827
0,0.9798717
0,0.98229593
0,0.97164
0,0.984866
0,0.97794783
0,0.98582655
0,0.98879254
0,0.9598662
0,0.9864264
0,0.98312783
0,0.98803294
0,0.9803175
0,0.9787533
0,0.98359674
0,0.99071306
0,0.97852963
0,0.9869961
0,0.98140806
0,0.9808172
0,0.9587093
0,0.9858589
0,0.97708124
0,0.974555
0,0.9756486
0,0.9859554
0,0.9838866
0,0.9831144
0,0.9831402
0,0.9696753
0,0.98126256
0,0.9750692
0,0.9834399
0,0.98201126
0,0.98636365
0,0.98746115
0,0.98204637
0,0.97983694
0,0.9798173
0,0.9745772
0,0.98296404
0,0.9771158
0,0.974963
0,0.9880345
0,0.9893152
0,0.98936963
0,0.9793551
0,0.9837124
0,0.9864472
0,0.98565155
0,0.98437726
0,0.97759104
0,0.97863936
0,0.9730457
0,0.97171587
0,0.97802675
0,0.98058593
0,0.97622705
0,0.98418677
0,0.9681583
0,0.9825679
0,0.98853755
0,0.9650857
0,0.98271567
0,0.9787755
0,0.9691474
0,0.9814301
0,0.96425974
0,0.98236334
0,0.9747451
0,0.9844106
0,0.9749119
0,0.9847763
0,0.96545106
0,0.98244494
0,0.9692441
0,0.95949847
0,0.98919505
0,0.9795628
0,0.9786932
0,0.9907849
0,0.9753266
0,0.98475087
0,0.9828749
0,0.95271426
0,0.98208517
0,0.9582123
0,0.9875307
0,0.9607836
0,0.98223615
0,0.9865568
0,0.9732452
0,0.98281527
0,0.98025507
0,0.98089063
0,0.9808926
0,0.9813964
0,0.9811151
0,0.9818345
0,0.97702414
0,0.9530937
0,0.9710762
0,0.9784449
0,0.9719597
0,0.9768578
0,0.9839446
0,0.968427
0,0.96005124
0,0.988035
0,0.95364636
0,0.96368724
0,0.984162
0,0.97808546
0,0.97741896
0,0.9773504
0,0.9637372
0,0.9736518
0,0.9766231
0,0.98751885
0,0.98228645
0,0.98536843
0,0.98431814
0,0.9800664
0,0.9743839
0,0.9825909
0,0.97072405
0,0.9799707
0,0.98615223
0,0.98780376
0,0.9792483
0,0.9744983
0,0.9860275
0,0.97788244
0,0.98560166
0,0.965367
0,0.95838726
0,0.97991425
0,0.9644819
0,0.9774892
0,0.9807309
0,0.9814663
0,0.98109597
0,0.9690192
0,0.985705
0,0.9785501
0,0.9856728
0,0.98269504
0,0.97139174
0,0.97704667
0,0.9750751
0,0.9524124
0,0.98583174
0,0.98641306
0,0.9798604
0,0.9545922
0,0.9830768
0,0.98034024
0,0.9808762
0,0.9843938
0,0.98432696
0,0.9797706
0,0.9748677
0,0.9836177
0,0.9773624
0,0.9803044
0,0.970605
0,0.9796405
0,0.9577828
0,0.9816176
0,0.9751224
0,0.975363
0,0.97304004
0,0.98050743
0,0.98264384
0,0.97439474
0,0.97590667
0,0.97140664
0,0.9778027
0,0.98560804
0,0.97455764
0,0.9822622
0,0.975743
0,0.9772058
0,0.9824722
0,0.98161215
0,0.9877094
0,0.9847858
0,0.9807735
0,0.97699684
0,0.97950995
0,0.97040474
0,0.98838425
0,0.9586367
0,0.9782461
0,0.9765965
0,0.9792731
0,0.98712486
0,0.98558295
0,0.97751576
0,0.9660714
0,0.9829775
0,0.98294705
0,0.98255765
0,0.98108107
0,0.98140806
0,0.988118
0,0.9686145
0,0.9799611
0,0.98052454
0,0.98383063
0,0.98270655
0,0.9675308
0,0.97731507
0,0.99037725
0,0.9809383
0,0.9882246
0,0.98939687
0,0.9803863
0,0.98746973
0,0.97785085
0,0.9786787
0,0.9848219
0,0.9682153
0,0.97898936
0,0.9583741
0,0.9642074
0,0.98355675
0,0.98632675
0,0.9859212
0,0.9845953
0,0.9698953
0,0.9858626
0,0.98015124
0,0.9902999
0,0.97871995
0,0.9779376
0,0.9681097
0,0.9728185
0,0.9775554
0,0.9536556
0,0.9778516
0,0.9788007
0,0.9516631
0,0.9884465
0,0.98489827
0,0.96272355
0,0.97514766
0,0.9819592
0,0.9760302
0,0.98440963
0,0.9791647
0,0.9704683
0,0.98208505
0,0.98878163
0,0.9764375
0,0.9592298
0,0.98061496
0,0.98808956
0,0.9758676
0,0.9819972
0,0.9823599
0,0.98480374
0,0.98189783
0,0.9824051
0,0.9825676
0,0.9739333
0,0.9866226
0,0.97634417
0,0.95805156
0,0.98151314
0,0.97852606
0,0.9737864
0,0.98571426
0,0.9882454
0,0.9833174
0,0.9835687
0,0.98433447
0,0.98752946
0,0.9902427
0,0.9717101
0,0.989461
0,0.97527534
0,0.98169684
0,0.9797138
0,0.98402977
0,0.9916252
0,0.95774263
0,0.97631645
0,0.9604011
0,0.9828346
0,0.9705213
0,0.96961737
0,0.956339
0,0.9778517
0,0.97440946
0,0.98180485
0,0.9795322
0,0.98414963
0,0.97818005
0,0.98070824
0,0.9769004
0,0.97840685
0,0.98384553
0,0.98574144
0,0.95745385
0,0.9748286
0,0.98055047
0,0.9694455
0,0.98272556
0,0.9805489
0,0.976404
0,0.9818505
0,0.98105335
